Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
868	69192.3	42758.926	142573.53	-4751.9893	800.0	4872.052	5447.9756	8496.494	-8424.766	6952000	4.696846e-08	79570650.0	-0.027105592	-13638500.0	-0.94741416	0.016706223	0.217625	11.0	7348.193562746048
869	75247.164	22640.123	120281.23	49383.207	800.0	4395.727	5678.955	8507.363	-8435.457	6960000	7.367134e-08	78747580.0	-0.016042856	-10822824.0	-0.94098574	0.015293091	0.19675	7.0	7356.462350606918
870	59735.68	23668.463	100972.68	24478.652	800.0	5273.047	5090.827	8518.626	-8446.507	6968000	4.529953e-09	56474960.0	-0.021943191	-14012524.0	-0.92330426	0.0153635815	0.207	8.0	7366.191439628601
871	82255.81	20738.506	109247.695	45833.156	800.0	5213.402	5131.944	8525.949	-8453.715	6976000	5.7697296e-08	74481080.0	-0.019961847	-13873256.0	-0.95612967	0.015129678	0.201	7.0	7374.542826652527
872	61007.605	38743.535	118148.15	-1819.7336	800.0	6454.639	4068.3542	8536.518	-8463.117	6984000	-2.9802323e-09	75744264.0	-0.02325735	-19893116.0	-0.9420964	0.015285665	0.164125	10.0	7382.565281152725
873	69506.1	46388.54	120018.26	-44412.746	800.0	4521.0503	5255.6323	8542.444	-8469.296	6992000	1.7166137e-08	108289080.0	-0.01806594	-15007568.0	-0.96024275	0.016161129	0.181625	6.0	7390.55685544014
874	81014.05	31698.48	125120.09	19024.318	800.0	5085.883	5128.94	8555.487	-8482.742	7000000	-4.822016e-08	70898590.0	-0.016894722	-17328140.0	-0.9543375	0.016841587	0.192625	6.0	7398.702932834625
875	71850.36	24083.658	113664.31	32498.596	800.0	5675.6533	4230.8306	8566.055	-8429.715	7008000	-3.051758e-08	58111296.0	-0.016452767	-8182760.0	-0.94463444	0.020637963	0.20475	6.0	7406.559330224991
876	82918.9	32543.396	132909.66	24501.475	800.0	6102.0024	3952.5715	8574.535	-8501.442	7016000	6.6280364e-08	76427120.0	-0.017990474	-8757560.0	-0.94964194	0.016316291	0.20025	6.0	7414.793581485748
877	68197.14	27735.36	118845.43	23626.705	800.0	5705.8745	4364.002	8584.718	-8511.066	7024000	3.0875206e-08	58667244.0	-0.014939986	-10394672.0	-0.9665238	0.015455215	0.1735	5.0	7423.00954079628
878	66501.39	31171.502	111167.94	24317.81	800.0	5769.782	4026.7314	8591.62	-8493.604	7032000	-2.8133393e-08	68126980.0	-0.016416607	-12489240.0	-0.9845343	0.019509723	0.201875	7.0	7431.363059043884
879	77293.984	38627.836	116456.88	-18611.69	800.0	5179.401	5322.7163	8601.389	-8527.864	7040000	2.7418137e-09	67139960.0	-0.016608855	-11928772.0	-0.99490374	0.014331525	0.162875	6.0	7439.4443781375885
880	35921.445	71342.33	132352.95	-121525.16	800.0	4576.205	5226.554	8611.323	-8537.624	7048000	-3.33786e-08	129777650.0	-0.020698838	-32125448.0	-0.9863058	0.015426937	0.22425	9.0	7449.52059173584
881	83114.94	22058.46	126751.09	50655.832	800.0	4556.964	5616.8774	8622.692	-8548.773	7056000	-9.179115e-09	98312850.0	-0.017754123	-22455944.0	-1.0024333	0.016976975	0.186	7.0	7457.571271419525
882	61634.7	37560.438	111472.805	8240.082	800.0	4713.396	5847.891	8636.901	-8562.907	7064000	-2.1100044e-08	73745750.0	-0.008205395	-13046644.0	-0.97785074	0.008703308	0.11275	2.0	7465.295689105988
883	62493.117	31066.246	102201.625	7002.5044	800.0	4293.7983	5456.415	8646.002	-8571.857	7072000	5.90086e-09	87543680.0	-0.013754063	-16091096.0	-0.97314006	0.012066903	0.156375	5.0	7473.314255237579
884	81917.79	37107.63	150477.28	40758.73	800.0	4323.006	5896.063	8656.389	-8582.072	7080000	-1.9729137e-08	97830500.0	-0.017907843	-11883304.0	-1.0122731	0.01369935	0.167875	7.0	7481.521350860596
885	65395.926	22170.586	111019.66	39040.836	800.0	5483.417	5155.1772	8672.108	-8597.546	7088000	-4.449487e-08	51616536.0	-0.025792371	-11376784.0	-0.99109536	0.014934975	0.21825	10.0	7490.0052835941315
886	61434.668	27002.832	98886.63	-1256.5535	800.0	4614.642	4965.5967	8678.663	-8603.289	7096000	-2.026558e-09	54769650.0	-0.0074736993	-10038520.0	-1.0035809	0.011045072	0.1255	2.0	7498.223492145538
887	66738.48	41179.23	116253.95	-510.3457	800.0	5877.925	4014.3086	8684.869	-8609.544	7104000	1.3768673e-08	98233416.0	-0.017191295	-22823568.0	-1.0353214	0.016668364	0.191625	7.0	7506.360021352768
888	48051.96	64351.547	99902.625	-135670.36	800.0	4146.294	6341.383	8694.353	-8619.501	7112000	-4.9293043e-08	85576430.0	-0.020717587	-17647448.0	-0.99358606	0.016289957	0.1825	8.0	7514.647548913956
889	51813.617	66072.82	141427.89	-105569.0	800.0	5034.331	5358.4116	8704.213	-8629.235	7120000	2.4795533e-08	131702520.0	-0.024121583	-19299176.0	-0.9921759	0.015138442	0.19125	11.0	7523.1455800533295
890	61046.664	21509.996	80448.11	5659.0757	800.0	5011.493	5637.2456	8717.381	-8642.3955	7128000	-3.242493e-08	87060540.0	-0.019192785	-14891888.0	-1.0136676	0.010909514	0.154125	6.0	7533.021157026291
891	53724.406	72514.06	146905.2	-135204.12	800.0	4215.1807	6156.787	8724.717	-8649.617	7136000	-2.360344e-08	87099640.0	-0.018577117	-13312632.0	-0.9906143	0.017617783	0.217	7.0	7541.174275636673
892	66364.43	34829.145	116394.47	973.7552	800.0	5920.566	3898.3582	8733.342	-8656.573	7144000	5.00679e-09	66348080.0	-0.01635828	-19510672.0	-0.9874187	0.014572078	0.165875	5.0	7549.001197338104
893	53033.062	27402.234	86866.17	-1651.6106	800.0	5382.733	5079.991	8740.973	-8665.629	7152000	-2.861023e-09	43662070.0	-0.015411939	-9523052.0	-1.024962	0.017318081	0.22775	6.0	7557.75727725029
894	45704.543	35927.26	88903.58	-32649.219	800.0	4266.397	5402.5244	8745.411	-8669.973	7160000	2.384186e-10	75823480.0	-0.02347514	-19753336.0	-0.9981217	0.015032357	0.2305	9.0	7565.824711799622
895	69123.42	34385.945	132556.08	1575.0331	800.0	2907.001	6229.945	8751.19	-8675.732	7168000	1.7166137e-08	68359736.0	-0.032741755	-20975388.0	-1.0266781	0.014529608	0.2345	17.0	7574.166934013367
896	83029.63	23033.312	107764.266	36108.75	800.0	6068.9536	5005.227	8761.168	-8685.52	7176000	-3.862381e-08	52126650.0	-0.025162905	-6047824.0	-1.0303904	0.015473452	0.194	9.0	7582.521157026291
897	45431.863	34718.88	138153.78	13742.529	800.0	5376.7495	4979.0366	8771.137	-8685.238	7184000	-1.3351441e-08	99641800.0	-0.02225167	-22424944.0	-0.9936879	0.016521942	0.22075	8.0	7590.820513963699
898	46014.367	66983.08	110819.664	-121711.945	800.0	3002.7585	6432.1826	8778.464	-8702.534	7192000	3.4809112e-08	117267304.0	-0.01896121	-25846752.0	-1.0134816	0.0220871	0.22675	7.0	7598.758930444717
899	58986.49	33534.832	122729.95	16712.074	800.0	4223.366	5817.7354	8789.709	-8713.693	7200000	-2.0980835e-08	84465620.0	-0.016999705	-20273284.0	-1.0164416	0.014954435	0.206875	8.0	7606.862537622452
900	78502.05	14569.151	105279.71	60373.504	800.0	3743.5396	6195.0547	8797.653	-8721.526	7208000	3.0636787e-08	86682760.0	-0.01746873	-9821472.0	-1.0228202	0.019705886	0.2275	6.0	7616.770760297775
901	103478.84	22778.088	133086.86	65931.555	800.0	5609.8745	5037.4844	8812.159	-8735.736	7216000	-1.692772e-08	90181290.0	-0.024389425	-13168456.0	-1.0023127	0.015974414	0.218	11.0	7624.769197940826
902	13075.307	149543.77	100620.27	-427802.34	800.0	5856.791	4839.622	8828.871	-8752.145	7224000	8.296966e-08	441152100.0	-0.0066413516	-42160190.0	-1.0225376	0.01022737	0.12775	2.0	7632.584401607513
903	64369.074	40027.902	134469.39	-17768.156	800.0	4561.252	4644.9883	8847.421	-8770.843	7232000	-1.719594e-08	67096230.0	-0.020158594	-13347740.0	-1.0477276	0.01763586	0.234125	8.0	7640.902107000351
904	68745.1	29321.697	106612.695	33923.613	800.0	4804.1987	5013.503	8854.165	-8777.523	7240000	7.051229e-08	76951580.0	-0.018887995	-13435800.0	-1.0341086	0.01748074	0.21825	8.0	7648.906280994415
905	51482.727	34209.18	122316.48	16403.682	800.0	5140.14	5089.811	8863.241	-8786.456	7248000	1.7225743e-08	78749500.0	-0.009752862	-16752480.0	-1.0072007	0.009351979	0.081	2.0	7656.922905445099
906	57038.008	52010.8	151600.95	-49611.26	800.0	3695.078	6303.9326	8869.988	-8793.108	7256000	-2.9563903e-08	92862840.0	-0.02289108	-17295160.0	-1.0472375	0.017118102	0.22225	9.0	7665.090091943741
907	73481.0	34084.465	143512.75	32502.477	800.0	4181.9814	5989.0664	8880.23	-8803.217	7264000	0.0	70741340.0	-0.0268543	-18406888.0	-0.9923899	0.016859433	0.208125	13.0	7673.426425457001
908	89423.25	23459.143	116928.1	44599.367	800.0	5228.46	5441.1245	8888.931	-8811.6455	7272000	1.04427336e-07	72694110.0	-0.022162188	-7585008.0	-1.0574075	0.015037732	0.193	8.0	7681.554955005646
909	31414.45	50886.434	101855.35	-92757.3	800.0	4439.6523	6001.3677	8901.252	-8823.836	7280000	6.270409e-08	93206170.0	-0.021957405	-28113788.0	-1.043512	0.01486992	0.19325	8.0	7689.856556653976
910	40939.03	54519.062	77240.28	-115057.01	800.0	2944.5317	6241.7837	8908.129	-8830.658	7288000	-4.649162e-08	97674620.0	-0.019520069	-26508104.0	-1.0597434	0.016416447	0.226125	8.0	7699.605613946915
911	18231.64	111880.51	136991.05	-178328.22	800.0	1085.0997	7210.1816	8913.711	-8836.217	7296000	3.4451485e-08	150520300.0	-0.023787452	-18057680.0	-1.060876	0.015719471	0.190375	10.0	7707.860288619995
912	29509.646	88932.38	144615.25	-163372.77	800.0	3266.608	6467.3667	8928.305	-8850.824	7304000	1.0609627e-08	119804670.0	-0.020711467	-25639760.0	-1.0799634	0.017804649	0.201125	7.0	7716.0232746601105
913	74603.74	48980.17	139249.47	-25433.426	800.0	4708.47	6105.236	8941.391	-8863.896	7312000	-4.768372e-10	92581060.0	-0.019513832	-16639576.0	-1.0790315	0.02032462	0.2055	7.0	7724.265960931778
914	64720.164	34613.656	110857.47	14689.031	800.0	5160.7944	5566.895	8950.612	-8872.914	7320000	-4.053116e-09	71060270.0	-0.016495045	-13059508.0	-1.0977185	0.017741036	0.185125	6.0	7732.353693246841
915	68773.055	31797.768	108253.07	8829.657	800.0	4962.1763	5308.076	8958.907	-8881.046	7328000	-4.1365624e-08	61707304.0	-0.026088016	-15100124.0	-1.0876101	0.016063267	0.201	11.0	7740.80290555954
916	78308.63	24916.383	118561.73	35208.86	800.0	5427.863	4359.677	8965.374	-8885.315	7336000	1.8835069e-08	61646100.0	-0.015541458	-9361032.0	-1.0846541	0.013133651	0.18325	6.0	7748.928921699524
917	32076.166	113350.74	121168.75	-298589.53	800.0	4578.6167	5842.891	8974.525	-8896.357	7344000	2.7298928e-08	195155260.0	-0.014388371	-31390960.0	-1.0832908	0.015548721	0.19575	5.0	7757.106082677841
918	63426.27	33889.82	106844.1	85.08373	800.0	5356.404	5247.202	8989.518	-8911.354	7352000	-9.0897085e-09	78944070.0	-0.016505925	-16628412.0	-1.0566847	0.014928204	0.191875	6.0	7765.110418558121
919	75893.14	31033.154	138485.16	16180.33	800.0	4151.497	5540.3647	8996.52	-8914.17	7360000	2.2649764e-09	75574376.0	-0.018472653	-15975056.0	-1.0783559	0.01378988	0.172875	8.0	7773.170967578888
920	33326.07	95445.04	126617.21	-239065.34	800.0	4893.505	5767.317	9004.272	-8925.845	7368000	-2.1457671e-09	157544350.0	-0.017180206	-15221488.0	-1.0680048	0.015545139	0.183375	7.0	7783.496474266052
921	86069.19	33101.9	130846.09	27768.385	800.0	4483.4844	5254.1226	9014.176	-8922.032	7376000	5.9604646e-09	80477330.0	-0.018503813	-17020120.0	-1.1044424	0.016978955	0.168125	7.0	7791.590528011322
922	51745.773	45742.08	125819.24	-6364.1167	800.0	5936.781	4398.4404	9024.819	-8946.203	7384000	-4.61936e-08	92399060.0	-0.020005424	-28083796.0	-1.0947732	0.016649425	0.23425	9.0	7799.734710216522
923	47019.676	27845.758	68244.15	-33683.297	800.0	5135.5957	5448.4023	9030.168	-8951.431	7392000	-5.00679e-08	67261430.0	-0.02157714	-20148780.0	-1.0957184	0.013340719	0.159875	8.0	7807.900698900223
924	49966.062	73256.04	131359.58	-145688.39	800.0	3347.715	6356.0005	9033.758	-8955.031	7400000	2.002716e-08	105029480.0	-0.013849905	-19076664.0	-1.075223	0.018214816	0.170125	4.0	7816.0317595005035
925	50774.336	46646.254	129768.72	-47029.695	800.0	4100.889	6292.861	9045.878	-8967.063	7408000	-3.4630297e-08	68878856.0	-0.014295202	-15063624.0	-1.0852724	0.013086798	0.19425	5.0	7824.268177509308
926	56585.65	25188.959	99655.15	14686.082	800.0	3975.3015	6164.481	9052.552	-8973.62	7416000	-1.9431114e-08	69741624.0	-0.023941688	-16616988.0	-1.0888752	0.01631127	0.237	9.0	7832.459064245224
927	73843.99	18561.203	108261.7	43554.934	800.0	4147.798	5775.6997	9060.8	-8981.715	7424000	-7.808208e-09	78723280.0	-0.024916984	-22442752.0	-1.0858997	0.016282352	0.179375	9.0	7840.330104589462
928	45560.47	41109.957	146949.81	-20347.879	800.0	6034.273	5165.385	9068.687	-8989.431	7432000	-1.4156103e-09	84587920.0	-0.019034341	-22236140.0	-1.0900762	0.021392807	0.251125	8.0	7848.362312078476
929	64895.3	26432.332	102663.37	2912.9531	800.0	4198.296	5288.5864	9071.286	-8990.428	7440000	-1.8715859e-08	65109980.0	-0.013896059	-10964580.0	-1.057094	0.013629917	0.177625	5.0	7856.289526224136
930	45627.316	61322.754	107203.54	-117655.14	800.0	4519.9585	5765.456	9079.634	-9000.181	7448000	-4.503131e-08	92428600.0	-0.019623158	-19624952.0	-1.0962254	0.01906073	0.215625	7.0	7866.254357814789
931	48978.734	58218.766	124967.984	-102172.445	800.0	3441.3826	6035.3135	9086.658	-9007.154	7456000	-2.1457671e-09	88516264.0	-0.008964444	-16815024.0	-1.1241003	0.013130552	0.15475	2.0	7874.088230371475
932	46583.17	137580.69	142289.17	-354792.22	800.0	3362.909	6614.6655	9096.962	-9017.364	7464000	6.80685e-08	227759820.0	-0.019246213	-19977376.0	-1.0872004	0.011943247	0.180125	7.0	7882.049305200577
933	72376.62	44942.4	136952.55	12195.785	800.0	5860.833	5212.2095	9119.561	-9039.629	7472000	2.169609e-08	81801690.0	-0.021389117	-11358160.0	-1.0746028	0.01747407	0.223	9.0	7889.965134382248
934	68817.97	37827.44	132389.12	1020.43384	800.0	5445.4907	5577.5977	9130.279	-9050.448	7480000	-3.349781e-08	88726104.0	-0.01695899	-20457720.0	-1.0680779	0.016850952	0.219375	6.0	7897.781691074371
935	65748.56	26513.701	115231.9	23125.633	800.0	5644.7246	5199.7427	9138.396	-9058.39	7488000	1.9550324e-08	62578124.0	-0.022908172	-12694692.0	-1.0840634	0.014039533	0.203625	9.0	7905.959435939789
936	41188.383	117739.875	127136.26	-305958.4	800.0	4240.9287	6488.8423	9144.075	-9063.952	7496000	-1.0448694e-07	151289800.0	-0.020377647	-14486496.0	-1.0839689	0.013454097	0.18275	7.0	7913.871873378754
937	20349.977	136378.48	113628.43	-379775.84	800.0	3446.132	6600.983	9158.412	-9078.3125	7504000	6.645918e-09	285154750.0	-0.018468525	-17273888.0	-1.1203787	0.020031419	0.223875	8.0	7922.045582532883
938	87489.35	24011.322	129745.89	49729.95	800.0	5141.4004	5461.683	9177.355	-9097.225	7512000	-8.8214875e-09	69041880.0	-0.017445212	-11507712.0	-1.1008536	0.01948772	0.21375	6.0	7930.370836019516
939	57666.21	25467.688	101369.09	15657.951	800.0	5699.593	4995.082	9188.157	-9103.571	7520000	4.1365624e-08	67677680.0	-0.020872587	-22009352.0	-1.099916	0.015509934	0.214125	8.0	7938.325164794922
940	73604.73	46771.86	161824.3	15272.854	800.0	4387.2544	5694.5547	9193.474	-9112.917	7528000	2.2649765e-08	112114310.0	-0.01753667	-25645640.0	-1.1329811	0.0155062545	0.187875	6.0	7948.479981660843
941	80538.12	40984.773	155352.48	20999.332	800.0	4007.1797	6313.738	9203.375	-9122.625	7536000	-1.1324882e-08	82273500.0	-0.026260795	-16854184.0	-1.104867	0.017402649	0.238	12.0	7956.786082029343
942	58371.336	44177.418	130510.95	-5404.3564	800.0	5703.665	5287.019	9212.618	-9131.443	7544000	-2.384186e-10	96259784.0	-0.01631471	-22346712.0	-1.1180638	0.017415369	0.21875	6.0	7964.627814531326
943	44458.953	68339.63	104087.8	-143798.06	800.0	2673.5925	7229.3135	9221.501	-9140.433	7552000	-1.168251e-08	110441740.0	-0.020825787	-18091424.0	-1.1282789	0.015943311	0.228625	8.0	7972.59684586525
944	82703.14	22248.406	137846.73	50165.145	800.0	4624.742	6497.319	9231.849	-9150.676	7560000	6.532669e-08	73088980.0	-0.020126212	-14041332.0	-1.094002	0.015147391	0.18775	8.0	7980.472221374512
945	834.4043	113721.69	97116.195	-248461.38	800.0	3128.7092	7220.7153	9241.859	-9160.432	7568000	-5.1498414e-08	209877340.0	-0.01938488	-34455170.0	-1.125262	0.014913229	0.199	8.0	7988.453845739365
946	50241.5	75649.02	140774.53	-130858.22	800.0	2560.405	6815.1875	9253.992	-9172.693	7576000	-5.6028364e-09	98166900.0	-0.029635591	-24014912.0	-1.1813271	0.017291434	0.252125	12.0	7996.623536348343
947	53823.887	35644.953	101842.04	-38874.203	800.0	5377.708	5229.363	9263.423	-9182.0205	7584000	-2.6702882e-08	76984860.0	-0.022777777	-16325784.0	-1.1428632	0.016036432	0.19775	10.0	8004.980883359909
948	24470.762	123086.77	110663.86	-322634.06	800.0	3131.7039	6856.743	9269.452	-9187.965	7592000	9.536743e-09	196031650.0	-0.024529004	-22833856.0	-1.1582626	0.013636302	0.20225	10.0	8013.226118326187
949	45602.355	60169.703	165062.73	-80995.14	800.0	4410.875	6243.14	9283.38	-9201.957	7600000	1.45435335e-08	80573130.0	-0.03167894	-18413140.0	-1.1294295	0.015847778	0.216375	13.0	8021.713052034378
950	44566.598	44097.92	114224.695	-16150.868	800.0	4808.882	6191.3926	9288.907	-9207.438	7608000	-2.3126603e-08	77049870.0	-0.022109456	-14798364.0	-1.1604319	0.016952997	0.215375	9.0	8031.826154232025
951	36096.637	69033.56	93617.5	-156826.78	800.0	1942.7034	6800.3057	9292.193	-9210.689	7616000	1.168251e-08	79621016.0	-0.02133744	-18425964.0	-1.1516987	0.017447442	0.231875	8.0	8039.939144611359
952	60610.633	38360.14	144576.98	-17522.727	800.0	4422.099	5748.546	9300.498	-9218.879	7624000	5.197525e-08	72115990.0	-0.021108024	-12842416.0	-1.138765	0.017000467	0.234875	8.0	8047.805591583252
953	66375.625	30575.152	129083.5	24330.238	800.0	5006.471	5482.974	9306.849	-9221.584	7632000	-2.2411346e-08	49331196.0	-0.020782	-10229744.0	-1.1479349	0.016481787	0.21075	8.0	8055.692309141159
954	51384.77	85066.09	147049.06	-165978.03	800.0	4146.8906	6402.221	9311.985	-9230.136	7640000	-2.2530555e-08	115385224.0	-0.017041752	-15196968.0	-1.1999383	0.017098377	0.24675	7.0	8063.807334661484
955	54007.883	65366.316	118340.2	-126415.58	800.0	4513.1494	6225.5273	9323.695	-9241.711	7648000	3.886223e-08	76253050.0	-0.018966194	-13537432.0	-1.158896	0.012640535	0.19075	6.0	8071.831925153732
956	44832.73	73264.43	139179.11	-151563.27	800.0	4107.485	6320.091	9332.552	-9250.442	7656000	2.8610229e-08	96855000.0	-0.020703413	-18671920.0	-1.1683772	0.015797142	0.204125	8.0	8080.135197877884
957	60159.688	31356.979	134277.19	18321.84	800.0	3081.8042	6452.394	9343.343	-9261.048	7664000	-1.7166137e-08	79812184.0	-0.031518653	-16842436.0	-1.1750462	0.016585162	0.263625	14.0	8088.336214065552
958	55284.438	55732.79	138862.98	-70736.13	800.0	4526.265	6314.289	9353.325	-9270.87	7672000	-2.5868415e-08	78548050.0	-0.0143629955	-15329856.0	-1.2151399	0.014387332	0.18075	5.0	8096.3033702373505
959	64325.9	22039.355	100666.31	28510.695	800.0	4799.67	6173.1123	9361.812	-9279.01	7680000	-3.361702e-08	54002424.0	-0.011336366	-13085752.0	-1.1994873	0.013669227	0.171125	5.0	8104.775572061539
960	65988.2	34470.465	119280.41	-11648.209	800.0	5214.69	5418.4233	9367.219	-9281.775	7688000	-9.149313e-09	60026920.0	-0.014110592	-12410692.0	-1.2151295	0.016506875	0.20575	5.0	8114.6764080524445
961	78591.37	17879.793	98981.89	42863.27	800.0	4644.632	5918.7983	9374.787	-9291.309	7696000	3.004074e-08	54116932.0	-0.004944119	-11738592.0	-1.1989672	0.0092370575	0.10775	1.0	8122.418439149857
962	33748.48	75237.73	102132.03	-165322.69	800.0	4311.195	6420.977	9383.95	-9300.81	7704000	4.094839e-08	122895570.0	-0.005842017	-36064704.0	-1.2054285	0.0126549	0.1755	3.0	8130.176066160202
963	65548.266	39813.36	131080.77	153.69626	800.0	4800.818	5517.0864	9394.47	-9309.261	7712000	3.349781e-08	74246360.0	-0.0055407886	-16421476.0	-1.2103642	0.0025561254	0.023125	1.0	8137.97518992424
964	63847.99	39717.066	130950.15	-9661.392	800.0	5172.324	5865.3394	9402.523	-9318.879	7720000	3.7431718e-08	90834260.0	-0.005677718	-14257504.0	-1.1809478	0.006940131	0.088875	1.0	8145.749495983124
965	89687.484	30405.732	134468.31	35987.79	800.0	5109.755	6176.574	9413.587	-9330.108	7728000	-2.1994113e-08	86932690.0	-0.008812558	-17497360.0	-1.1790413	0.008197177	0.1115	3.0	8153.563378095627
966	-2429.0906	103999.234	84489.19	-297710.6	800.0	3904.0386	6529.569	9425.298	-9341.55	7736000	-4.529953e-09	205540750.0	-0.010082066	-42808576.0	-1.1752278	0.007350747	0.12	2.0	8161.3438329696655
967	73420.266	23474.5	101239.6	19245.771	800.0	1784.5281	7189.265	9437.11	-9353.463	7744000	-9.763241e-08	78594640.0	-0.015988627	-25925668.0	-1.1845065	0.016745487	0.21525	6.0	8169.340168476105
968	-2202.483	80949.81	89359.625	-168663.34	800.0	3560.0486	6806.482	9447.034	-9363.204	7752000	-1.2993812e-08	136021780.0	-0.035538897	-44040016.0	-1.195037	0.014667714	0.247875	17.0	8177.50762796402
969	62129.887	44378.812	104693.23	-27868.346	800.0	2490.894	6739.87	9454.531	-9370.753	7760000	-4.053116e-08	89807320.0	-0.025227787	-28309876.0	-1.1915451	0.016502026	0.203125	10.0	8185.594019651413
970	73685.195	31592.182	110094.305	-10774.032	800.0	6513.417	4614.628	9461.989	-9375.106	7768000	2.1457671e-09	59518230.0	-0.021009574	-10589104.0	-1.1967864	0.017571652	0.23275	8.0	8195.6655960083
971	77076.336	22294.582	110251.805	37250.312	800.0	4441.276	5263.403	9469.231	-9384.612	7776000	1.3947487e-08	64216760.0	-0.02631016	-11546452.0	-1.2012643	0.018381847	0.248125	12.0	8203.78252696991
972	73429.48	58789.35	161723.86	-48258.473	800.0	6060.807	5186.003	9479.529	-9394.815	7784000	-2.8848648e-08	101959710.0	-0.022573117	-20338280.0	-1.2077019	0.017389163	0.1925	8.0	8212.141240358353
973	32577.309	36784.15	81959.29	-43707.84	800.0	5269.2207	6129.9683	9491.786	-9407.402	7792000	-7.510185e-09	101697990.0	-0.015915906	-36728420.0	-1.2056638	0.011086345	0.165625	5.0	8220.057955503464
974	70227.02	29968.477	112785.28	8686.489	800.0	2885.3774	6894.385	9499.771	-9415.33	7800000	-9.059906e-09	78350290.0	-0.0067447876	-25092572.0	-1.2408559	0.008283774	0.10175	1.0	8227.888732910156
975	35771.332	69015.19	118789.74	-150472.23	800.0	3956.2554	6301.8374	9507.159	-9422.564	7808000	5.00679e-08	91076330.0	-0.02274059	-19617112.0	-1.210477	0.0145953065	0.21475	9.0	8236.205430269241
976	72764.68	25335.75	112424.375	20592.322	800.0	4204.3267	6042.532	9517.246	-9432.517	7816000	4.0888786e-08	58617268.0	-0.025059924	-13801620.0	-1.2388799	0.01407346	0.205125	10.0	8244.408809423447
977	60568.824	65172.273	128590.18	-102784.2	800.0	4140.3735	6016.9253	9524.941	-9440.168	7824000	3.2305717e-08	95120750.0	-0.020868735	-18899584.0	-1.2605217	0.017250435	0.209375	7.0	8252.471550703049
978	68303.125	45488.395	117252.86	-56922.535	800.0	3710.6958	7047.171	9537.219	-9452.269	7832000	3.0636787e-08	68901480.0	-0.01739494	-15178584.0	-1.2307918	0.01385063	0.156875	6.0	8260.62517952919
979	63491.57	48133.492	132932.88	-65570.76	800.0	4063.3162	6524.247	9546.07	-9460.924	7840000	3.1471252e-08	60136184.0	-0.025391554	-6943656.0	-1.2351037	0.015612311	0.208	10.0	8268.76717209816
980	101581.13	39041.473	145337.19	28072.4	800.0	6734.537	4373.4556	9555.66	-9462.378	7848000	-4.2080877e-08	75545784.0	-0.008205557	-14116220.0	-1.266834	0.010155533	0.103125	2.0	8278.58008646965
981	63788.074	30719.023	125590.58	21872.145	800.0	6929.094	3969.7407	9568.647	-9298.868	7856000	-1.6152859e-08	77878776.0	-0.015131682	-25911324.0	-1.238075	0.017419063	0.2375	6.0	8286.590135097504
982	63520.414	65939.86	150772.7	-100614.86	800.0	5286.1045	5680.089	9577.178	-9465.772	7864000	2.0682812e-08	130765710.0	-0.02339764	-34559750.0	-1.2556008	0.014861726	0.216875	11.0	8294.653010845184
983	59951.395	27681.033	105064.734	14953.454	800.0	4232.8696	6220.3403	9587.585	-9501.383	7872000	-3.6001204e-08	76696490.0	-0.01807959	-21034020.0	-1.261668	0.01393115	0.18025	7.0	8302.914004802704
984	64815.867	37247.414	123668.74	-20510.385	800.0	4305.7	6481.688	9595.414	-9508.815	7880000	1.847744e-08	85265440.0	-0.019840341	-15764464.0	-1.272192	0.018079882	0.2255	8.0	8310.949664831161
985	82081.17	24738.373	128988.086	40051.777	800.0	5277.66	5627.6167	9605.568	-9518.115	7888000	-7.861853e-08	53436740.0	-0.02254912	-11138624.0	-1.2644838	0.017081138	0.2105	9.0	8319.35147857666
986	80525.18	31927.906	132891.66	22245.629	800.0	6830.746	4302.3726	9613.791	-9523.649	7896000	-9.036064e-08	73400696.0	-0.021624047	-11849244.0	-1.2551062	0.016744092	0.20275	8.0	8327.300631046295
987	67773.89	39108.082	117744.48	-40267.363	800.0	6031.4717	5327.9	9623.771	-9537.016	7904000	-7.152558e-08	51580376.0	-0.009081263	-9557988.0	-1.2643309	0.010824751	0.144625	2.0	8335.356385946274
988	40608.293	67347.46	104735.6	-137519.48	800.0	4717.356	6361.3804	9630.126	-9543.597	7912000	1.9431114e-08	81244030.0	-0.008222652	-17996400.0	-1.2670791	0.015901532	0.18975	2.0	8343.05465388298
989	56152.758	26049.078	85052.164	-9848.584	800.0	4488.336	6050.032	9636.371	-9549.339	7920000	3.194809e-08	66037140.0	-0.017219592	-12787488.0	-1.2598176	0.014033935	0.16825	6.0	8351.266316890717
990	70828.93	30109.777	124707.57	30282.236	800.0	5808.5117	5558.214	9643.47	-9556.746	7928000	1.6331672e-08	65959020.0	-0.022813737	-11543716.0	-1.2529008	0.014457186	0.200625	9.0	8361.552440166473
991	85319.6	33857.88	134160.17	6067.184	800.0	5137.019	6120.857	9653.371	-9566.572	7936000	1.835823e-08	81132630.0	-0.0147848595	-19184444.0	-1.2547287	0.017780783	0.22125	6.0	8369.417606115341
