Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
1090	-7696.5244	288811.44	136425.95	-799752.2	800.0	6763.1714	7390.697	10395.683	-10296.605	8728000	1.5169382e-08	1377338200.0	-0.007347601	-15478528.0	0.58330226	0.013863268	0.102125	2.0	8243.972604990005
1091	121906.71	18220.68	145490.73	73592.81	800.0	9217.31	3634.7583	10414.589	-10315.8545	8736000	-3.004074e-08	41470404.0	-0.02034971	-7611284.0	0.5886883	0.015661944	0.197625	10.0	8251.058547258377
1092	106655.81	59089.96	141823.08	-68220.26	800.0	8884.516	4892.7417	10422.171	-10323.319	8744000	-1.7881394e-10	63152056.0	-0.019760972	-1906112.0	0.5942461	0.018720405	0.218	10.0	8258.367969751358
1093	47412.855	137012.81	140409.56	-234383.03	800.0	6315.648	8008.728	10428.888	-10329.907	8752000	2.360344e-08	283218460.0	-0.026124407	-11744352.0	0.59453773	0.016330855	0.2135	14.0	8265.92031621933
1094	109511.54	56132.8	138388.86	-57819.94	800.0	9031.194	4446.4136	10438.8545	-10339.908	8760000	0.0	82662376.0	-0.018124856	-1845624.0	0.56923854	0.017739398	0.182625	7.0	8273.001850128174
1095	122169.85	15174.076	139657.81	86484.04	800.0	9960.764	1847.2325	10446.712	-10347.653	8768000	1.3113022e-08	31239492.0	-0.0066604726	-1715254.0	0.6084412	0.009300087	0.111625	2.0	8280.27894616127
1096	116984.77	14304.068	134877.56	82225.7	800.0	9686.143	2925.259	10453.295	-10354.057	8776000	-5.0902365e-08	27437170.0	-0.022605626	-3046890.0	0.59182876	0.012731907	0.197625	12.0	8287.33615899086
1097	123453.266	11101.684	143209.02	105366.44	800.0	9826.564	1973.4462	10458.628	-9013.388	8784000	-3.051758e-08	29989502.0	-0.01737722	-1005050.0	0.60518277	0.01497327	0.190875	10.0	8294.636989116669
1098	78660.89	123507.766	138341.81	-290117.72	800.0	8454.562	5687.3564	10465.111	-10365.543	8792000	4.768372e-10	178728080.0	-0.019958975	-10738704.0	0.59484535	0.012976429	0.165125	11.0	8301.699764728546
1099	128088.484	17302.41	151226.72	86277.31	800.0	9492.415	2230.452	10472.961	-10368.604	8800000	6.771088e-08	38327460.0	-0.019350173	-4175692.0	0.5986698	0.017720725	0.22475	11.0	8308.888247966766
1100	121977.31	6230.6807	132023.33	112569.44	800.0	10301.714	994.841	10480.505	-3157.153	8808000	-2.3841857e-09	25631044.0	-0.01296372	-1429868.0	0.6071769	0.016258422	0.205	6.0	8318.021308660507
1101	123891.65	7332.374	133422.19	106956.81	800.0	10113.638	1284.0154	10487.194	-1208.5311	8816000	5.5789947e-08	25862810.0	-0.014549202	-319738.0	0.60330296	0.015474851	0.18325	7.0	8325.229592561722
1102	123280.27	5999.0864	131231.75	110885.85	800.0	10015.594	1443.6809	10494.167	2851.0522	8824000	-2.360344e-08	25206798.0	-0.016351448	-333818.0	0.588291	0.013950004	0.153875	9.0	8332.475756883621
1103	104728.53	40858.117	137583.61	-3944.9553	800.0	9527.206	3456.586	10501.5	-10401.194	8832000	3.4928323e-08	70423200.0	-0.017465027	-13054488.0	0.6099672	0.013303702	0.17525	10.0	8339.788838863373
1104	127452.58	6983.7104	139776.28	114449.58	800.0	9509.22	3220.707	10508.067	-10407.647	8840000	-3.4928323e-08	34502796.0	-0.020123191	-2780922.0	0.5767063	0.017354518	0.202	11.0	8346.993970155716
1105	130129.7	6027.9404	141663.22	117544.63	800.0	10078.951	1490.8984	10515.78	1323.473	8848000	1.26361845e-08	30861314.0	-0.013924335	-354052.0	0.5808264	0.016729416	0.17125	7.0	8353.907907485962
1106	124720.31	7564.4863	134162.81	113481.164	800.0	10130.737	1395.5834	10524.634	-2884.2498	8856000	-3.3140182e-08	28548060.0	-0.016971946	-388280.0	0.5621079	0.01195895	0.1745	10.0	8361.022228956223
1107	128978.27	8590.267	144471.44	112098.414	800.0	10091.187	1443.2804	10532.782	3126.8193	8864000	-5.3167344e-08	28688204.0	-0.014891508	-325100.0	0.5641677	0.017982459	0.194	9.0	8368.020902395248
1108	124093.73	9429.114	138130.4	102411.92	800.0	10235.43	1080.0952	10541.386	3473.2483	8872000	4.2796135e-08	25613874.0	-0.016923241	-585526.0	0.5825439	0.014277091	0.165375	10.0	8375.057930231094
1109	122982.71	15044.719	138639.36	93381.17	800.0	9874.462	1797.1396	10549.332	482.2749	8880000	4.6014787e-08	32650572.0	-0.0071320855	-2914828.0	0.58702457	0.009993479	0.13025	2.0	8382.00164937973
1110	122980.125	8355.086	131489.23	102620.28	800.0	10318.166	1357.2502	10557.634	-10380.379	8888000	7.092953e-08	26633596.0	-0.023853926	-1618014.0	0.5890442	0.01576278	0.194125	17.0	8391.22142291069
1111	122746.9	6681.3604	131718.4	112613.53	800.0	9939.843	1778.5985	10565.651	-122.703026	8896000	1.07884404e-07	23831712.0	-0.017426709	-368472.0	0.59030795	0.015410926	0.172625	9.0	8398.248139858246
1112	121742.71	9871.898	134001.1	100476.52	800.0	10184.012	1461.8091	10573.7	-7579.343	8904000	5.0783157e-08	23755822.0	-0.016102416	-882800.0	0.5646366	0.016868431	0.1705	9.0	8405.49407505989
1113	67773.49	171110.92	144972.0	-444780.62	800.0	8162.597	6024.6963	10581.522	-10479.542	8912000	-2.7865172e-08	335462200.0	-0.04180768	-5307584.0	0.5567285	0.015374602	0.19675	62.0	8414.288304567337
1114	93853.14	96704.26	135468.78	-195107.08	800.0	8363.012	6088.788	10596.567	-10494.608	8920000	-1.7642975e-08	110722010.0	-0.029420245	-1246504.0	0.5522811	0.015514917	0.18675	24.0	8421.81889128685
1115	126232.56	10165.677	139773.16	105552.3	800.0	10063.801	1685.2997	10607.659	-9765.582	8928000	-1.07288365e-08	26166518.0	-0.015681105	-1195492.0	0.56477135	0.01586597	0.17275	9.0	8428.976925849915
1116	73682.05	141082.14	145882.42	-341040.03	800.0	7655.58	6976.024	10615.96	-10513.767	8936000	-2.1755696e-08	208188960.0	-0.019761408	-2269264.0	0.6073186	0.016274227	0.182125	8.0	8435.940717458725
1117	123122.664	8148.3657	138274.92	110082.37	800.0	9712.653	3285.7766	10629.664	-10527.441	8944000	-5.364418e-08	29800276.0	-0.019342132	-2076180.0	0.5902413	0.017865952	0.22175	9.0	8443.24891781807
1118	119552.44	23311.459	140232.25	64541.625	800.0	9476.092	3690.4814	10638.716	-10536.325	8952000	7.385015e-08	34292310.0	-0.016133208	-1218160.0	0.59761804	0.01834425	0.173125	7.0	8450.240552663803
1119	95989.42	72070.46	140476.27	-115822.88	800.0	9039.502	5138.088	10647.459	-10544.891	8960000	-7.748604e-10	87863670.0	-0.009609711	-804784.0	0.6031647	0.014335822	0.160125	2.0	8457.131247758865
1120	112063.27	23160.184	129213.78	53155.734	800.0	9434.898	4340.752	10656.789	-10554.136	8968000	-1.9013882e-08	29632998.0	-0.013717798	-1810188.0	0.58765686	0.017767893	0.178875	6.0	8466.594424962997
1121	107078.39	67064.1	146170.89	-91588.22	800.0	8957.004	4060.6125	10663.645	-10560.848	8976000	-1.0728836e-09	107594370.0	-0.015530216	-9488920.0	0.57819605	0.018240353	0.208625	8.0	8473.938747644424
1122	133399.84	7533.1953	145895.84	120518.48	800.0	9509.503	3946.4836	10674.22	-10571.288	8984000	-1.7881394e-08	45855284.0	-0.008126394	-9915632.0	0.6127964	0.010874504	0.156375	2.0	8480.969104766846
1123	126978.94	12369.124	145359.06	107679.01	800.0	10322.786	1331.6552	10684.087	-10378.6045	8992000	8.3446505e-10	36209772.0	-0.013526877	-2017172.0	0.6290797	0.016683226	0.1955	5.0	8488.213987350464
1124	77299.98	174111.42	150637.78	-444240.84	800.0	8188.693	6152.266	10693.257	-10589.903	9000000	-6.0200693e-09	444244480.0	-0.0065089357	-3366016.0	0.6118708	0.011956942	0.160375	2.0	8495.305166959763
1125	134164.14	4473.004	141608.5	125831.555	800.0	10474.84	871.73755	10709.914	3254.1528	9008000	5.567074e-08	34601476.0	-0.010931366	-887440.0	0.6195811	0.018155659	0.168875	6.0	8502.477820158005
1126	129697.625	8511.751	142212.39	111380.95	800.0	10405.13	1196.9344	10720.432	-337.25803	9016000	9.7870824e-08	31023710.0	-0.012586761	-425672.0	0.60174143	0.015599861	0.165625	7.0	8509.445212125778
1127	117529.625	40218.81	152309.02	5987.029	800.0	9196.194	4340.868	10729.306	-10625.54	9024000	-9.775162e-09	45669412.0	-0.018869938	-1903644.0	0.6233003	0.01822283	0.188875	9.0	8516.51272392273
1128	120330.56	13790.805	146729.4	87805.31	800.0	10357.166	2028.3182	10738.106	-10633.623	9032000	-3.5762787e-10	25942482.0	-0.014448295	-2600028.0	0.61876667	0.014032987	0.15175	6.0	8523.717371702194
1129	107577.984	68852.695	144146.2	-95985.53	800.0	7912.8696	6293.4204	10745.295	-10641.211	9040000	-4.673004e-08	58175652.0	-0.037256293	-3948892.0	0.588611	0.0149210235	0.229875	32.0	8531.482642412186
1130	114145.77	32305.031	144518.45	27810.924	800.0	9988.5	2383.4001	10753.703	-9218.855	9048000	1.975894e-08	80378690.0	-0.008024697	-16521772.0	0.6044112	0.015212161	0.172125	2.0	8540.546763420105
1131	108418.31	60814.543	150133.8	-65691.62	800.0	8078.632	5994.1255	10762.075	-10657.679	9056000	2.8371812e-08	131556930.0	-0.039820224	-8500424.0	0.60269177	0.014327612	0.237625	79.0	8549.747056245804
1132	114093.48	50835.62	143801.92	-36844.81	800.0	9692.424	3973.1694	10772.954	-10668.419	9064000	-1.8835069e-08	73534110.0	-0.024146408	-6743548.0	0.57000357	0.015976213	0.174375	15.0	8557.007552146912
1133	92961.46	117185.86	140922.36	-257618.1	800.0	8162.426	6294.4663	10783.216	-10678.536	9072000	-2.9206275e-09	146362300.0	-0.020568546	-2141424.0	0.53232485	0.016694058	0.173875	9.0	8564.06136417389
1134	115347.27	31535.527	143046.08	36389.152	800.0	9909.449	3510.132	10795.583	-10690.815	9080000	-2.2768974e-08	62994410.0	-0.015594293	-15055012.0	0.54356116	0.015612387	0.19125	8.0	8571.464648246765
1135	90870.38	86850.516	146483.14	-152278.81	800.0	7986.103	6513.5957	10803.866	-10698.948	9088000	1.9431114e-08	118198504.0	-0.029536633	-14262984.0	0.5562511	0.016667297	0.20875	17.0	8579.06326341629
1136	103143.36	79625.7	144295.28	-134682.03	800.0	9640.711	4194.278	10813.242	-10708.234	9096000	9.661913e-08	170904340.0	-0.016605476	-1811072.0	0.5844985	0.015717667	0.142375	9.0	8586.065608978271
1137	79074.66	67763.375	139518.92	-70519.016	800.0	6481.587	8232.234	10825.16	-10720.064	9104000	7.510185e-09	76825670.0	-0.009398622	-3221312.0	0.5802687	0.010184518	0.140375	2.0	8592.924308300018
1138	76679.61	92138.74	142710.48	-136832.1	800.0	6386.021	8351.172	10834.333	-10729.147	9112000	-9.3579295e-09	130558670.0	-0.03550031	-6551552.0	0.5995984	0.014858551	0.221875	25.0	8600.424103498459
1139	105271.64	77709.08	142313.55	-126368.07	800.0	9038.383	5041.4824	10844.825	-10739.563	9120000	-4.917383e-08	89036830.0	-0.020644188	-4641648.0	0.5738123	0.016591243	0.181625	8.0	8607.37773489952
1140	130948.375	10290.744	151207.98	113869.484	800.0	9593.802	4128.524	10855.587	-10750.198	9128000	-7.56979e-08	40974908.0	-0.024874153	-7143316.0	0.5687062	0.014053136	0.19525	12.0	8616.942281007767
1141	123129.61	21673.096	144493.97	73888.89	800.0	9646.496	3496.4353	10865.333	-10759.694	9136000	2.2530555e-08	37897600.0	-0.021699782	-4514826.0	0.5738623	0.014071145	0.16825	11.0	8623.994881868362
1142	122432.0	24862.41	150242.58	66978.46	800.0	9842.226	2787.6707	10874.132	-10768.306	9144000	4.3809415e-08	44732660.0	-0.016128879	-5504964.0	0.58594286	0.015946371	0.18525	7.0	8630.911029815674
1143	132119.78	9436.99	146375.81	118267.82	800.0	10158.382	2503.7134	10883.25	-10639.136	9152000	-1.8954276e-08	39196180.0	-0.01500759	-4091356.0	0.603454	0.017406382	0.181625	8.0	8638.193689346313
1144	116471.71	47132.918	141940.53	-21223.828	800.0	9835.413	3521.464	10892.981	-10784.938	9160000	-7.867813e-09	59342444.0	-0.018444244	-11410728.0	0.55808353	0.01827411	0.196875	7.0	8645.177636146545
1145	122600.2	21121.36	143319.28	77432.125	800.0	9769.064	3425.703	10903.479	-10797.07	9168000	1.7106533e-08	38139676.0	-0.01719552	-2743176.0	0.5821624	0.018052166	0.184875	8.0	8652.155182600021
1146	66229.484	128109.805	143104.64	-260484.45	800.0	7691.12	7191.593	10912.562	-10805.966	9176000	8.46386e-09	321697660.0	-0.042755354	-2603360.0	0.5717523	0.012316855	0.230625	79.0	8661.18112564087
1147	112982.125	37467.594	136077.25	4706.8516	800.0	8962.412	5777.03	10927.135	-10820.553	9184000	-5.4836273e-09	34534744.0	-0.02072955	-965636.0	0.62208223	0.015345402	0.197125	9.0	8668.331433534622
1148	132830.27	9371.579	145170.92	113485.01	800.0	10475.38	1436.6199	10934.126	-836.7273	9192000	2.9444694e-08	33330852.0	-0.015458181	-497284.0	0.62903553	0.016937546	0.182375	7.0	8675.599421024323
1149	126373.516	23119.889	165184.12	76894.71	800.0	10038.666	2511.8062	10943.662	-9892.085	9200000	-1.0100007e-07	43115944.0	-0.024495536	-3156876.0	0.584547	0.018711723	0.21625	14.0	8682.942719459534
1150	126013.625	7870.5625	142568.12	113691.28	800.0	10171.771	2463.4583	10952.776	-9846.819	9208000	-2.9325486e-08	31575106.0	-0.01873325	-2617990.0	0.6053424	0.016440133	0.209625	9.0	8692.180005073547
1151	138493.95	12434.462	155817.38	119494.72	800.0	10191.91	2366.5994	10961.183	-10797.429	9216000	-6.079674e-08	40922796.0	-0.008568238	-2732856.0	0.59405273	0.005857648	0.093125	2.0	8699.173530578613
1152	98937.91	65294.586	146676.44	-54588.63	800.0	8318.915	6478.4336	10971.972	-10864.444	9224000	-4.172325e-09	96510216.0	-0.009618248	-7884312.0	0.58806497	0.019822177	0.253375	4.0	8706.046900749207
1153	110327.05	57229.168	144599.5	-56362.133	800.0	9113.052	5668.6333	10982.098	-10874.428	9232000	1.7106533e-08	85322824.0	-0.011668619	-2824384.0	0.59443367	0.017634733	0.168875	5.0	8713.300826072693
1154	64799.65	159039.06	160859.1	-382364.72	800.0	7416.0547	7182.383	10992.466	-10884.661	9240000	-2.8565527e-08	360095600.0	-0.014891133	-11372128.0	0.59714305	0.01736267	0.1715	6.0	8720.17607831955
1155	138811.1	8480.305	149546.08	123489.89	800.0	10807.628	964.13525	11008.854	-9220.15	9248000	-3.4332274e-08	41439188.0	-0.019303963	-1463664.0	0.59349084	0.016821638	0.193375	10.0	8727.667177677155
1156	122126.766	26390.822	153289.73	62623.32	800.0	9991.877	3291.647	11019.823	-10911.831	9256000	3.004074e-08	44596076.0	-0.016970983	-5714524.0	0.606299	0.016091088	0.168	6.0	8734.716078519821
1157	124305.55	31380.281	157238.52	49896.723	800.0	9615.841	4226.2173	11028.467	-10920.293	9264000	-3.1113625e-08	47030652.0	-0.01852723	-6277348.0	0.60237366	0.016325736	0.170375	8.0	8741.95823597908
1158	119568.19	44807.4	171862.05	10545.795	800.0	8806.508	5980.3955	11037.2705	-10928.911	9272000	2.861023e-09	74015816.0	-0.017679993	-13474084.0	0.60385424	0.015953617	0.19825	7.0	8749.084111452103
1159	136718.02	15763.262	170481.9	116139.87	800.0	10420.816	2199.518	11047.459	-10615.429	9280000	-1.6570091e-08	44488948.0	-0.01800021	-2017452.0	0.583896	0.01565435	0.174625	8.0	8756.307936668396
1160	133549.11	12519.387	150742.03	102994.86	800.0	10671.74	2272.1497	11057.67	-10948.93	9288000	-4.220009e-08	38561410.0	-0.01094316	-3236424.0	0.59653497	0.014995261	0.14	4.0	8765.44509601593
1161	117034.625	41847.066	152780.56	4522.792	800.0	9937.574	3355.9717	11066.853	-10957.313	9296000	5.4121017e-08	69262696.0	-0.01921413	-18776368.0	0.58442885	0.019081693	0.218875	8.0	8772.786913394928
1162	120946.56	36191.69	146482.3	18510.363	800.0	7890.9736	7281.7334	11076.217	-10967.144	9304000	8.3446505e-10	53983810.0	-0.02188023	-19991728.0	0.5906252	0.017973892	0.219625	9.0	8780.123595237732
1163	137925.52	9032.94	150526.55	117894.87	800.0	10672.062	1162.882	11083.617	3928.0146	9312000	-2.384186e-10	38549136.0	-0.014915707	-565284.0	0.5710861	0.011643766	0.136375	7.0	8787.439666986465
1164	73142.94	133533.28	151707.62	-300022.53	800.0	10180.246	2442.4958	11094.0625	-3830.3674	9320000	-8.702278e-09	685556800.0	-0.010421671	-136107840.0	0.5713691	0.017915003	0.236375	5.0	8794.793821334839
1165	97690.71	66428.0	165667.52	-35078.863	800.0	8621.882	6408.4746	11103.173	-10993.731	9328000	-3.1888487e-08	96878500.0	-0.022930408	-7116400.0	0.5300703	0.017909275	0.19925	12.0	8802.023448467255
1166	90876.695	101055.6	155276.12	-188756.17	800.0	8360.148	6683.184	11112.746	-11003.24	9336000	-2.7418137e-08	140727890.0	-0.019259581	-4284736.0	0.5603214	0.018904842	0.199875	8.0	8809.000568151474
1167	103476.04	98877.13	154346.12	-189416.45	800.0	9366.871	5241.971	11124.774	-11015.208	9344000	4.5597552e-08	209543070.0	-0.020959392	-4577296.0	0.54792553	0.01713869	0.175625	12.0	8816.221201181412
1168	110054.625	85557.46	142353.22	-146499.81	800.0	8948.522	6106.283	11137.506	-11027.861	9352000	-8.8512895e-09	167538400.0	-0.02653184	-7181936.0	0.5538548	0.015144858	0.189875	17.0	8823.578359365463
1169	81993.3	83312.21	139430.3	-157003.8	800.0	8036.3154	7326.2505	11150.039	-11040.26	9360000	-1.5318394e-08	132684650.0	-0.009738135	-6227288.0	0.57006335	0.013515545	0.194	2.0	8830.494727373123
1170	127898.67	37666.34	150121.94	17526.582	800.0	10426.344	2565.7449	11159.506	-11049.45	9368000	3.4987927e-08	90635010.0	-0.0076428717	-14308192.0	0.54886484	0.021881675	0.230125	2.0	8839.514392852783
1171	118410.65	56087.39	154682.81	-47575.477	800.0	10036.308	3992.7747	11169.07	-11059.081	9376000	3.1471252e-08	74968430.0	-0.018784268	-4866304.0	0.5663679	0.015900632	0.204625	9.0	8846.621624946594
1172	116963.45	44069.32	154898.75	-3741.2747	800.0	9558.52	5128.1733	11178.682	-11068.539	9384000	-2.8014182e-09	99564370.0	-0.019945618	-4693336.0	0.566285	0.016137827	0.17925	13.0	8853.957310438156
1173	127417.02	24703.256	158515.89	80400.07	800.0	9029.805	5791.623	11187.733	-11077.435	9392000	3.5956504e-08	56831630.0	-0.009717171	-10034232.0	0.5325859	0.010013924	0.12075	2.0	8860.838575601578
1174	124432.89	30393.232	144064.14	34906.96	800.0	10455.383	3223.7463	11196.665	-11086.111	9400000	1.2397766e-08	50061630.0	-0.017177941	-8358012.0	0.5571636	0.01423703	0.180625	7.0	8867.835891962051
1175	138864.52	12366.3545	152037.88	118781.43	800.0	10177.176	3289.831	11206.222	-11095.534	9408000	3.1501056e-08	41617416.0	-0.015309112	-1641036.0	0.56988573	0.013098755	0.148625	6.0	8875.224181175232
1176	125678.25	34205.69	153035.86	41761.41	800.0	10255.405	3805.342	11216.967	-11106.057	9416000	9.894371e-09	65510016.0	-0.009327392	-4969588.0	0.547425	0.014796616	0.149125	4.0	8882.149512052536
1177	136067.17	11984.003	153984.11	117251.56	800.0	10406.692	2884.3901	11228.178	-11117.085	9424000	-1.4901161e-08	38623984.0	-0.022068394	-2271960.0	0.52913463	0.015848227	0.213375	11.0	8889.248690843582
1178	117250.46	32561.854	152890.31	54380.074	800.0	9522.191	5309.3154	11237.982	-11126.693	9432000	2.270937e-08	48868732.0	-0.016850404	-5278132.0	0.5358345	0.015395815	0.178875	7.0	8896.543205022812
1179	116473.664	36049.2	155898.55	42888.145	800.0	8956.744	5995.8667	11244.745	-11133.298	9440000	-7.2717667e-09	63299104.0	-0.01596889	-19003052.0	0.5109511	0.016610771	0.19275	6.0	8903.458025693893
1180	140028.4	8887.977	158004.39	127712.445	800.0	10937.58	1143.4777	11251.58	-6572.546	9448000	4.732609e-08	39395424.0	-0.0150388675	-1011592.0	0.5375564	0.017343791	0.193	8.0	8912.75106215477
1181	143063.17	8136.0986	158403.66	125542.59	800.0	10646.999	1903.9589	11262.091	-5584.502	9456000	7.1525574e-10	43933740.0	-0.016898463	-1441516.0	0.50863785	0.016827611	0.2045	7.0	8919.666293859482
1182	129232.58	13988.79	153310.98	100431.46	800.0	11026.852	1340.079	11273.813	-9333.355	9464000	-3.9339065e-09	30884108.0	-0.012261826	-981686.0	0.46948045	0.012228607	0.13525	6.0	8926.931648492813
1183	127937.36	8109.195	140434.69	115072.04	800.0	11020.31	1161.9521	11282.274	-3268.2798	9472000	-7.867813e-09	27158172.0	-0.016216286	-637366.0	0.50274926	0.0173209	0.161125	8.0	8934.212495803833
1184	136532.9	10750.572	152601.22	121449.03	800.0	10590.32	1843.4578	11290.334	-4120.3784	9480000	7.712841e-08	34961652.0	-0.019430457	-949324.0	0.49597356	0.012696125	0.150125	9.0	8941.313830375671
1185	114710.79	57320.445	151229.72	-50498.105	800.0	9577.327	3989.7375	11300.538	-10948.721	9488000	1.20997425e-08	75602620.0	-0.016390486	-16905620.0	0.5202494	0.018671703	0.225	7.0	8948.5726583004
1186	124383.35	28171.934	148027.25	44382.027	800.0	10570.08	2431.0964	11310.144	-7633.6143	9496000	-1.168251e-08	45427804.0	-0.018157234	-10078888.0	0.52248573	0.01804817	0.191125	8.0	8955.607214212418
1187	110358.54	74405.32	150620.84	-107671.875	800.0	9397.474	5612.689	11319.28	-11206.493	9504000	-7.510185e-09	72876936.0	-0.018260574	-4240784.0	0.48061004	0.01660546	0.2335	9.0	8962.917734622955
1188	102585.77	70061.164	154841.52	-50426.047	800.0	7881.7	7626.826	11329.009	-11216.101	9512000	-1.8119811e-08	142031440.0	-0.019003926	-19214928.0	0.4830758	0.017895557	0.23225	8.0	8969.793903589249
1189	127175.375	41221.543	150308.72	4706.377	800.0	10039.07	4299.067	11339.984	-11226.949	9520000	-2.4795533e-08	85266616.0	-0.01497231	-9885264.0	0.4895614	0.016246954	0.1975	7.0	8976.745262861252
1190	134795.39	9780.234	149013.38	117888.56	800.0	10983.78	1645.259	11349.53	-10979.37	9528000	4.529953e-09	34582776.0	-0.0145183	-1413552.0	0.47849056	0.019735845	0.180875	5.0	8986.12949180603
1191	111240.39	36156.684	149627.55	29675.643	800.0	10396.842	3277.5269	11359.573	-11023.076	9536000	-1.4066696e-08	65724070.0	-0.0076245563	-17098604.0	0.48885122	0.014186135	0.181375	2.0	8993.059889554977
1192	127142.336	16789.322	145998.33	86320.08	800.0	10003.704	4379.6807	11368.266	-11254.776	9544000	-1.6212464e-08	33171776.0	-0.011894582	-2612930.0	0.477933	0.014646886	0.191	5.0	9000.306025028229
1193	72533.71	130992.266	151727.55	-288311.38	800.0	8477.166	6867.4194	11377.497	-11263.845	9552000	9.059906e-09	271920960.0	-0.018622592	-12805648.0	0.51226646	0.019112678	0.206625	8.0	9007.408200025558
1194	135745.25	10209.939	150038.55	118922.99	800.0	10226.81	3872.4783	11391.016	-11277.355	9560000	9.179115e-09	38459612.0	-0.008244333	-6994416.0	0.5284704	0.008609999	0.140375	2.0	9014.263235807419
1195	110423.9	64591.285	145631.56	-80372.13	800.0	10214.878	4478.5024	11401.358	-11287.526	9568000	1.7404556e-08	89475560.0	-0.021796517	-2403992.0	0.45668548	0.015954169	0.186625	15.0	9021.631236314774
1196	108944.21	51220.145	146286.98	3869.8516	800.0	9018.877	6136.8633	11411.412	-11297.475	9576000	-3.170967e-08	89707730.0	-0.040493786	-6233352.0	0.51379794	0.015136799	0.230375	58.0	9030.01307106018
1197	120565.45	32240.602	148715.48	35033.516	800.0	10438.154	3264.6182	11422.11	-11308.005	9584000	1.0371208e-08	55357990.0	-0.022067301	-7636248.0	0.47135615	0.017723884	0.1855	11.0	9037.03205037117
1198	113851.164	47951.895	165366.69	-19826.256	800.0	8423.793	6938.9497	11431.053	-11316.842	9592000	1.6689301e-09	45685932.0	-0.0247279	-4101664.0	0.46081123	0.016678741	0.208625	11.0	9044.164331912994
1199	137019.84	17321.252	158961.17	94608.24	800.0	9871.32	4393.431	11437.817	-11323.423	9600000	1.8835069e-08	44873144.0	-0.016008556	-5934716.0	0.50267386	0.015432882	0.179375	6.0	9051.143458366394
1200	86682.87	80490.94	139541.58	-130815.945	800.0	8434.43	6502.8076	11448.42	-11333.813	9608000	-1.6689301e-09	102849120.0	-0.01605881	-16447000.0	0.49866515	0.01720205	0.167	5.0	9060.516232252121
1201	101250.2	67955.29	144736.42	-83950.16	800.0	8348.488	6476.133	11457.505	-11342.815	9616000	-4.6133994e-08	100950890.0	-0.020499233	-8852880.0	0.48721436	0.015673975	0.165	8.0	9067.6292989254
1202	111718.5	59198.508	151475.14	-55103.79	800.0	8845.959	6337.1562	11468.454	-11353.649	9624000	1.692772e-08	67365840.0	-0.01495865	-7244452.0	0.44886756	0.018759692	0.208	7.0	9074.665051221848
1203	104345.21	57191.383	150202.69	-47057.83	800.0	9863.308	4457.007	11478.959	-11364.012	9632000	-3.218651e-08	156371660.0	-0.038881075	-28586160.0	0.47737902	0.011858874	0.2305	79.0	9083.839560508728
1204	71185.33	143928.67	152392.47	-339923.47	800.0	7932.284	7330.9805	11488.295	-11373.24	9640000	2.4855137e-08	280517630.0	-0.024598634	-17862960.0	0.45463032	0.018313797	0.198	12.0	9091.323933124542
1205	100666.11	107456.23	151153.11	-220690.84	800.0	8985.238	6452.21	11502.082	-11387.012	9648000	-3.9458275e-08	240524530.0	-0.026052779	-11573808.0	0.48788103	0.017448649	0.20975	19.0	9098.714663743973
1206	134484.64	11012.673	151057.33	107377.92	800.0	10348.798	3508.914	11516.599	-11291.009	9656000	-2.7894973e-08	40441944.0	-0.029869545	-4009276.0	0.47897094	0.015884032	0.191875	20.0	9106.126275777817
1207	128062.06	29060.719	158481.94	65427.01	800.0	10329.032	3763.3435	11526.851	-11411.493	9664000	-6.1661005e-08	50521836.0	-0.020894088	-7277324.0	0.44709912	0.015593014	0.19125	9.0	9113.260496139526
1208	126012.25	17274.465	143947.8	81478.31	800.0	11001.438	2589.8564	11536.31	-11420.001	9672000	-7.629395e-09	29688710.0	-0.006508013	-2802472.0	0.4837628	0.008568205	0.103875	2.0	9120.21673297882
1209	134445.16	13557.124	147479.84	96496.664	800.0	9908.775	4066.9385	11544.421	-11428.708	9680000	3.33786e-08	40553920.0	-0.02541255	-6557368.0	0.4559455	0.017723586	0.220375	14.0	9127.596461772919
1210	129443.164	11715.484	144976.47	103697.7	800.0	11185.509	1407.8795	11554.164	828.2073	9688000	5.9962275e-08	29307384.0	-0.016092174	-803926.0	0.47603002	0.018155474	0.180375	7.0	9136.80897116661
1211	134086.58	9961.203	147875.58	116404.805	800.0	11036.05	1874.0627	11562.593	-10107.485	9696000	3.1352045e-08	29888278.0	-0.020537542	-782520.0	0.4531677	0.017679138	0.201875	13.0	9144.134458780289
1212	93305.53	115208.92	143794.38	-251473.11	800.0	10068.144	4994.696	11571.612	-11455.349	9704000	1.7821788e-08	310028600.0	-0.031405117	-5004128.0	0.43781915	0.00882816	0.209875	79.0	9153.067942619324
1213	129201.58	13807.509	148592.47	105661.41	800.0	10827.042	2202.7122	11585.505	-10659.242	9712000	-3.8027764e-08	27312214.0	-0.008368012	-867500.0	0.41024628	0.007780027	0.06225	2.0	9159.91022014618
